symbol	length	exp_syn	exp_alt
RORB	459	875	3256
ASPDH	178	420	1182
SSX1	188	326	1366
CST3	146	325	989
SMIM13	91	204	615
ZNF182	620	1116	4464
SOX21	276	640	1844
OR2H2	312	701	2107
SRM	302	615	2103
GPR180	440	869	3091
KCNC3	728	1671	4881
CST9	159	294	1137
CBY3	242	542	1636
CST9L	147	279	1044
DNAJC1	554	1119	3867
C1orf127	823	1912	5495
CST11	103	177	750
C9orf57	161	317	1132
NAPB	298	545	2137
DCT	519	1037	3634
IL31	164	345	1131
DFFA	268	562	1850
TMEM2	176	344	1240
GPC6	555	1107	3888
CORT	105	236	709
UBD	165	333	1152
GPC5	572	1156	3992
KDM2B	1265	2588	8797
ZNF157	506	947	3607
CNNM4	775	1673	5302
SLITRK1	696	1446	4818
SPRY2	315	653	2182
THBD	575	1255	3920
CASC10	136	329	895
FOXA2	457	951	3162
NEBL	1014	1809	7317
KLF9	244	505	1691
MAS1L	378	788	2614
OR2H1	316	701	2143
OR10C1	312	731	2077
OR12D2	307	643	2120
NKX2-2	273	595	1862
OR11A1	315	704	2131
OR2J3	311	670	2129
OR2B3	313	629	2188
OR2W1	320	644	2236
ZNF311	666	1217	4777
MAMDC2	686	1338	4836
SPDYC	293	609	2028
XRN2	950	1823	6727
TRIM27	358	702	2520
C9orf135	229	433	1628
NMNAT1	279	540	1971
POU4F1	419	967	2804
LZIC	190	363	1347
UIMC1	719	1393	5078
PLXDC2	480	981	3339
CTNNBIP1	81	166	563
ATG2A	1938	4441	13001
MALRD1	1486	2902	10472
FXN	210	463	1427
ARL5B	179	347	1264
PRKACG	351	695	2464
CGB7	165	387	1098
ZKSCAN4	545	1061	3844
NSUN6	469	950	3271
TMEM252	170	366	1164
FOXH1	365	850	2435
ZNF165	485	891	3474
CRNKL1	836	1578	5946
FAM196B	535	1098	3717
SLC39A12	691	1391	4828
HIST1H2BL	126	268	866
H6PD	791	1687	5432
GPR157	335	809	2206
FOXD4L4	416	942	2802
SLC2A5	244	543	1653
FOXD4L5	416	940	2804
SCP2D1	156	310	1094
CA6	313	644	2173
DTD1	209	420	1461
CLN5	358	682	2540
HIST1H2AH	128	304	848
ACOD1	481	1020	3309
SPATC1	591	1412	3907
KCTD12	325	746	2179
ERRFI1	462	971	3187
TMEM236	351	757	2402
STAM	173	334	1223
TNFRSF9	255	513	1782
AUP1	410	947	2743
TTC25	672	1277	4771
HECTD4	4416	9453	30291
HMGN4	90	187	623
UCHL3	230	440	1630
ANKRD20A2	823	1514	5893
ST8SIA6	398	816	2766
POLR3F	316	590	2254
ATXN2	1313	2841	8976
TBC1D4	1235	2466	8649
SPATA31A1	1361	2839	9410
PHF13	300	601	2099
TCTN1	483	1015	3332
KLHL21	597	1346	4027
KLF12	402	867	2751
FAM216A	273	535	1922
KAT14	781	1560	5469
KLF5	457	966	3147
IGFL2	119	241	830
IGFBPL1	278	670	1832
LOC400706	124	247	869
ALDH1B1	517	1101	3552
MGME1	252	502	1766
NOL9	702	1503	4815
SHB	509	1098	3483
KRTAP9-2	174	328	1238
KRTAP4-2	136	253	971
HIST1H4H	103	241	686
HIST1H2BI	126	270	864
GPR20	358	863	2359
HIST1H4B	103	242	685
KRTAP1-4	121	236	853
KRT40	431	863	3016
SNX5	404	770	2866
DIS3	958	1858	6764
POLR1E	481	996	3333
NAA40	237	438	1695
HIST1H4C	103	240	687
BORA	489	924	3477
MZT1	82	181	557
CUBN	170	312	1218
ESPN	854	1952	5734
HES2	173	436	1121
ZFAT	1243	2462	8725
KLHL1	748	1503	5229
PCDH9	1032	2108	7180
BFSP1	540	1115	3745
GPR153	609	1450	4031
HES3	186	429	1245
GNE	722	1509	4989
SLC17A4	497	1066	3407
SPINK9	86	153	621
PCDH17	1159	2478	7953
LRRC3C	275	661	1814
PRR20B	221	519	1470
PRR20A	221	519	1470
CXorf36	182	389	1249
GKN1	199	376	1415
RNF207	634	1350	4356
LYPD5	251	563	1696
UQCC3	93	208	629
FBXO48	155	277	1118
GLIPR2	128	252	900
LECT1	334	657	2349
RECK	971	1887	6852
KDM6A	1401	2798	9811
GRXCR2	248	468	1764
OR13J1	312	710	2098
FAM221B	301	611	2098
TMEM8B	472	1075	3173
CD177	145	311	994
SSPO	5150	11174	35176
CKAP4	602	1273	4145
BEST1	585	1182	4083
FUNDC1	155	305	1090
ZNF783	281	602	1927
VPS36	386	761	2713
ZNF425	752	1404	5364
NDP	133	276	921
MAOB	520	1077	3603
LRRC10B	292	726	1902
ITGA8	1063	2156	7411
RGP1	391	890	2629
FBXO47	452	866	3202
NDUFAF5	267	546	1857
GBA2	172	363	1185
C12orf73	71	149	490
C6orf62	200	379	1421
PCDHGA1	823	1770	5637
C12orf42	360	755	2485
ARHGEF35	484	953	3403
FAM171A1	890	1892	6118
BLACE	179	377	1234
PCDHA9	842	1911	5667
PCDHA8	814	1832	5494
PCDHA4	776	1786	5198
PCDHA6	803	1795	5432
PPP1R2P9	202	379	1439
PCDHA2	824	1868	5548
PCDHA1	807	1830	5433
GPR34	381	754	2675
PGA4	388	823	2669
NMT2	485	953	3412
CASK	590	1172	4138
NPHP4	1426	3167	9667
TAF2	1199	2252	8539
MS4A13	112	228	780
ERICH4	130	279	891
AJAP1	411	948	2751
RPP38	283	577	1970
EXT1	746	1444	5270
KIAA0319	1072	2251	7397
OLAH	318	618	2244
CEP104	244	493	1703
MEIG1	88	147	645
SPIRE2	714	1572	4854
LRRC47	583	1365	3882
AARD	155	331	1064
C19orf54	351	827	2332
CA9	459	1060	3071
APRT	180	435	1185
ARHGEF16	421	875	2914
HSPA14	509	1058	3523
ANKEF1	776	1548	5436
FNDC3A	326	684	2250
ARHGEF39	335	739	2276
OR5D16	328	680	2272
OR5L2	311	670	2129
PKHD1L1	4243	8619	29568
ACTRT2	377	799	2594
MMEL1	779	1590	5421
FAM213B	231	541	1538
ATP6AP2	349	729	2412
CDNF	85	158	607
DCDC2	229	422	1639
HES5	166	361	1133
NUP160	1436	2919	10005
PANK4	781	1656	5373
NRSN1	146	281	1033
CLLU1	121	217	872
PLCH2	1416	3094	9650
CLLU1OS	101	209	700
CAMKMT	323	655	2252
UNC13B	1591	3164	11155
SLC35B4	331	676	2303
MORN1	156	327	1077
SRPX	464	1009	3167
SKI	728	1639	4913
FAAP20	112	281	727
ITM2B	160	309	1131
DNAAF1	725	1491	5034
PRKCZ	592	1160	4168
CCL7	99	198	693
DYNLT3	116	214	830
GABRD	452	987	3081
CYBB	570	1142	3988
CFAP74	92	163	665
GNB1	340	708	2352
XK	444	917	3079
LANCL3	420	917	2863
LRP4	1905	3877	13268
PRRG1	218	431	1531
FANCG	622	1403	4195
SYCE1L	242	499	1679
SUCLA2	463	938	3229
OXER1	423	999	2808
UQCRQ	82	165	573
UCMA	138	257	985
HTR2A	471	954	3285
SOWAHA	549	1388	3553
MCM10	855	1721	5974
ESD	253	490	1787
ID4	161	388	1061
C2orf91	131	263	916
THUMPD2	303	583	2144
CCNI2	369	841	2480
TMEM240	173	354	1203
KIF3A	702	1334	4984
ZFC3H1	1989	3854	14047
ATAD3A	634	1372	4334
FRG2	278	566	1936
RUBCNL	505	980	3565
ATAD3C	411	888	2811
FAM205A	1335	2797	9218
HAO1	370	788	2542
CYP4V2	525	1026	3699
CDKL4	315	603	2232
LRRC63	506	1009	3545
TMEM88B	163	440	1027
RAD50	1312	2340	9468
CCDC3	270	570	1860
BMP2	396	809	2755
ACCSL	568	1145	3967
GALT	379	797	2614
CAMK1D	357	669	2544
C4orf47	309	596	2185
API5	504	998	3538
LRRN4	740	1749	4911
TRIQK	86	178	596
CRLS1	301	683	2026
PRR5L	368	808	2504
SDHAF1	115	286	749
DVL1	695	1532	4723
DHRS13	377	895	2498
ARID3C	412	950	2758
PGPEP1L	196	435	1329
NUDT5	180	359	1261
GK	94	193	653
ATL2	583	1132	4115
CHGB	677	1213	4880
CXorf21	301	570	2139
NR0B1	105	216	729
MAGEB1	347	705	2418
MAGEB4	346	711	2403
MAGEB2	319	657	2214
C11orf91	193	461	1276
GPCPD1	672	1301	4747
ETV2	155	328	1067
PUSL1	303	712	2015
MAGEB6	407	855	2808
ARX	562	1330	3728
POLA1	1462	2802	10356
FABP9	132	240	948
ZBTB10	579	1099	4112
NGRN	291	614	2005
TPD52	184	391	1265
LYRM9	78	148	554
KCTD4	259	501	1830
PCNA	261	518	1831
CD83	205	434	1411
NUFIP1	495	937	3518
PDK3	406	813	2841
MCUR1	359	787	2444
KIF24	1234	2535	8571
SERP2	65	127	458
B3GALT6	329	794	2167
SCGB2B2	96	204	660
C4orf46	113	252	765
CXorf58	332	641	2347
LGR4	951	1958	6601
ECHDC3	303	676	2051
DNAJC15	150	324	1026
APOO	198	392	1390
TNFRSF4	277	641	1852
VIT	656	1386	4518
SAT1	150	319	1031
GFOD1	287	598	1985
TTLL10	404	845	2791
C1orf159	198	459	1323
PRDX4	186	402	1272
POLR2J3	115	243	792
RGCC	137	282	951
PTCHD1	888	1811	6181
AGRN	2045	4735	13670
PHEX	749	1431	5310
EDN1	212	402	1506
RASSF2	326	677	2257
E2F4	413	899	2818
LYRM7	104	203	733
HIVEP1	2718	5595	18867
ISG15	165	372	1113
SMS	313	615	2202
NAA16	864	1548	6228
PLEKHN1	576	1329	3855
XDH	1333	2796	9201
PDE7A	456	875	3229
TMEM170B	132	291	897
NEDD9	174	358	1208
PRNP	253	497	1780
BAZ2A	1875	3975	12900
CTXN3	81	174	555
ZNF827	1077	2198	7495
ADRA1D	572	1354	3794
MUC3A	3323	8012	21895
KBTBD7	684	1382	4774
KBTBD6	674	1369	4697
WBP4	376	678	2706
GCM2	506	1007	3547
SMPX	88	181	611
KLHL34	644	1503	4293
SNX2	519	1003	3668
TMEM14B	80	174	546
PRR16	281	619	1910
INSC	579	1252	3959
FAM179A	1019	2293	6878
FOXO1	655	1354	4541
KIN	393	746	2791
RPS6KA3	740	1460	5200
PAK1IP1	392	747	2781
LHFP	200	430	1370
EIF1AX	116	204	840
ATG12	75	174	501
PSTPIP1	413	829	2888
NHLRC3	280	587	1933
CCDC112	529	928	3833
PGGT1B	300	600	2100
STOML3	291	640	1979
MAP7D2	773	1594	5363
HGSNAT	635	1375	4340
KIFC3	833	1852	5645
SLC35B3	401	824	2785
KATNB1	655	1415	4480
OR6C65	312	622	2186
OR6C3	311	635	2164
OR6C1	312	632	2176
CXorf23	711	1282	5117
NDNF	568	1121	3991
SH3KBP1	553	1136	3841
BAG1	230	445	1625
EEF1E1	174	351	1215
IPO7	1038	1946	7396
SPINK4	86	176	598
CYP1A1	512	1068	3540
B4GALT1	398	872	2710
POSTN	779	1553	5458
CENPB	599	1281	4110
SPEF1	236	503	1621
TXNDC5	432	920	2968
ADPRM	342	623	2455
PRR13	98	194	688
CSNK1A1L	337	629	2404
DSP	2871	5484	20355
SLCO6A1	719	1472	4999
NWD1	1432	3144	9744
MT1G	62	110	448
MT1M	61	111	438
C15orf59	293	633	2004
OR10A4	315	681	2154
RIOK1	568	1014	4098
DDX58	722	1333	5165
ARIH1	557	993	4020
RBM17	401	813	2796
ERAP2	915	1764	6471
ADAM32	787	1494	5589
ADAM9	655	1276	4619
MAB21L1	359	733	2498
CNGA4	575	1219	3956
PHKA2	1235	2549	8566
SAMD9	1589	2906	11395
ITSN1	237	532	1601
TRIM22	498	959	3523
IL15RA	154	391	995
RHOBTB3	611	1174	4325
RS1	224	442	1574
CDKL5	1030	2067	7203
C9orf72	222	441	1557
GPR150	434	1110	2796
ARSK	536	1044	3780
TRIM5	326	645	2289
BEND2	645	1271	4534
EQTN	127	236	907
TEK	1124	2263	7853
SCML1	329	659	2302
LRRC19	370	701	2629
SLC4A11	891	1934	6085
NHS	1630	3464	11206
IFT74	600	1063	4337
SLC25A35	295	654	2001
EXOC3L4	722	1654	4844
RFC3	356	704	2500
RBBP7	469	937	3284
KRTAP10-10	251	525	1734
KL	1012	2066	7042
SMAGP	37	85	248
ITPA	194	407	1339
TXLNG	528	994	3758
GDI2	148	296	1036
BRCA2	3418	6396	24366
SYAP1	352	663	2505
ATP6AP1L	224	470	1546
ATRAID	284	626	1930
MTAP	283	574	1973
ALOX15B	647	1389	4434
C6orf201	140	275	985
UBQLNL	475	942	3333
S100G	79	143	568
IFNA8	189	363	1338
IFNA2	188	362	1330
OR51I1	314	657	2169
IFNA16	189	366	1335
OR51B6	312	648	2160
IFNA14	189	342	1359
OR51B4	310	647	2143
IFNA21	189	369	1332
IFNW1	195	390	1365
IFNB1	187	341	1342
CCDC85C	419	954	2817
FRY	3012	6113	20995
CNTROB	925	1997	6328
FASTKD5	764	1535	5341
FAM50B	325	645	2280
PXDC1	231	470	1609
GRPR	384	805	2651
AVP	164	359	1117
SLC22A23	361	836	2413
EMILIN1	1016	2415	6729
MLLT3	162	303	1155
MRPS26	205	456	1389
CALML5	146	303	1011
TMEM27	222	442	1556
LHFPL2	228	478	1574
BPHL	194	404	1342
OR52J3	311	669	2130
OR51A2	313	656	2161
OR51A4	313	662	2155
OR51F1	319	683	2188
C2CD4B	364	950	2326
ZNF768	540	1100	3760
TUBAL3	446	925	3089
PIR	290	578	2032
UCN3	161	348	1101
VPS16	839	1773	5778
RGL3	710	1609	4781
TEX26	289	545	2056
EPHX2	502	976	3542
MEDAG	303	614	2113
ASB9	252	522	1746
ALOX5AP	161	334	1115
MOSPD2	518	952	3710
HAUS6	802	1500	5718
RRAGA	313	607	2210
SAXO1	73	141	516
NAP1L4	375	693	2682
AKR1C3	323	635	2272
GCOM1	445	839	3166
IGSF5	407	838	2825
C20orf141	165	413	1072
TCEANC	351	652	2507
CPXM1	734	1595	5011
SH3GL2	352	677	2491
KATNAL1	490	965	3445
ATXN3L	355	629	2566
BNIP3L	219	420	1551
TMSB4X	44	76	320
CNTLN	391	762	2757
HADHA	763	1618	5249
TLR7	1049	2027	7414
PRPS2	147	298	1025
EML5	1969	3905	13816
BNC2	294	609	2037
UBL3	117	229	824
FRMPD4	1322	2728	9170
C9orf92	108	214	758
SERPINB9	376	751	2633
CCDC171	1326	2456	9478
PSIP1	329	608	2353
GPS2	327	667	2276
GTF2H2C	395	774	2781
SERPINB1	379	736	2675
SLC7A1	629	1391	4270
AKR1C2	323	648	2259
WRNIP1	281	581	1948
SNAPC3	124	220	896
MTUS2	348	653	2479
GMDS	372	752	2596
AK6	169	307	1214
CLCN4	729	1551	5010
NOXRED1	359	749	2482
POMP	141	276	993
IDH3B	385	811	2654
AKR1C1	205	401	1444
SLC30A5	118	246	816
WWC3	1092	2363	7465
NKX3-1	234	508	1598
FOXC1	553	1225	3752
FREM1	1335	2696	9319
EIF3CL	914	1781	6445
ESRRB	508	1072	3500
GSG1L	176	337	1247
HUS1B	278	629	1873
CER1	267	534	1869
SHROOM2	1616	3521	11023
ZDHHC21	265	498	1887
NFIB	200	381	1419
IRF4	451	891	3168
PAN3	887	1883	6100
LCMT1	101	213	696
NLN	704	1353	4983
FKBP1B	108	218	754
FAM9A	332	613	2375
SGTB	304	572	2164
CDX2	313	701	2116
ATP5EP2	51	98	361
VCX3B	214	402	1524
TTC38	469	975	3246
PDX1	283	643	1904
PNPLA4	253	537	1740
ADAMTS6	292	535	2093
HTN3	41	76	293
CWC27	472	857	3391
PFKP	202	390	1428
PUDP	228	470	1582
VCX3A	186	364	1310
KIF2A	686	1340	4834
MTIF3	278	530	1972
ARSH	562	1162	3896
ARSE	589	1240	4061
TYRP1	247	512	1711
ACOT6	207	402	1461
GTF3A	365	688	2597
SLC5A3	718	1481	4981
C11orf21	132	294	894
ARSD	593	1269	4068
MIS12	205	364	1481
XG	180	374	1246
KIAA1644	199	411	1380
CD99	61	118	431
TECRL	363	713	2554
ZBED1	694	1422	4824
ASMT	345	729	2376
RDH14	336	751	2273
MAP3K9	1081	2321	7408
CCDC91	441	815	3154
KLHL42	505	1062	3483
MANSC4	340	680	2380
P2RY8	359	817	2414
ADARB2	141	314	955
KDM4C	1047	1987	7436
ASMTL	621	1331	4258
FAM49A	323	614	2293
TMEM165	324	727	2189
THUMPD1	353	679	2498
SNRPB	231	540	1539
IDI1	284	548	2008
RDH11	318	685	2177
ETFRF1	90	160	650
C17orf107	190	458	1252
IGF2	180	399	1221
MBD3L2	208	468	1404
MBD3L4	208	462	1410
CCP110	1012	1926	7182
SLC25A6	298	640	2042
ESM1	134	265	941
SGCB	318	611	2251
IL33	270	499	1931
GPR12	334	749	2257
ITPRIPL2	535	1310	3505
TGM3	693	1419	4818
KIAA2026	2073	4382	14275
MLANA	118	244	818
DENND1C	801	1785	5424
STK35	534	1197	3609
PRR26	198	424	1358
TEC	631	1164	4515
SMARCD1	474	1001	3265
MRPL23	163	372	1095
CDK8	464	887	3289
CRLF2	371	747	2592
COMMD8	183	346	1301
CD274	176	342	1242
C2orf50	162	351	1107
SIRPD	198	438	1344
CATSPERD	798	1619	5563
PPP2R3B	169	399	1122
RLN2	185	360	1305
ZZEF1	2961	6055	20594
INSL6	213	417	1500
C5orf51	294	557	2089
JAK2	1132	2099	8089
PLCXD1	323	701	2206
EIF3L	516	956	3688
NUTM2A	629	1436	4225
NUTM2D	806	1838	5416
GAGE12I	117	221	832
GAGE1	117	225	828
FKBP1A	103	220	707
NUP58	587	1319	3964
GAGE12H	117	221	832
RCL1	187	405	1278
ARRDC5	342	688	2390
RHOH	191	397	1322
MTMR6	621	1158	4431
CYS1	158	387	1035
TEX33	280	559	1961
FGL1	312	548	2260
PRB3	309	746	2035
PRH2	166	373	1121
PLIN5	463	1051	3116
CDC37L1	337	589	2444
SNPH	538	1182	3660
PLPP6	295	688	1967
CENPJ	1338	2468	9574
SPATA6L	291	589	2030
TMEM74B	256	607	1697
KLRC2	231	443	1636
KLRC3	257	483	1830
ANGPT4	503	1026	3501
TLR6	796	1478	5686
OR1A2	309	629	2152
SRXN1	137	327	906
PGM2	612	1188	4320
PARP4	1724	3410	12106
TUSC3	347	715	2408
TOM1	209	444	1437
RSAD2	361	695	2554
SLC34A2	690	1468	4742
CLEC6A	209	381	1500
C1QTNF3-AMACR	284	565	1991
SGCZ	312	660	2148
KCNV2	545	1146	3759
RFPL3S	69	145	476
VLDLR	173	319	1238
C22orf42	251	502	1757
DEPDC5	1552	3171	10797
LGI2	545	1087	3818
NANOGNB	188	315	1377
SOD3	240	544	1616
LRRC72	57	124	389
TSSC1	387	752	2731
C1QTNF9B	333	718	2279
GNG7	68	143	469
KRTAP5-6	129	257	904
KRTAP5-1	278	597	1905
MIPEP	713	1448	4969
DEFB134	66	120	474
DEFB135	77	160	533
DEFB136	78	152	550
DCAF16	216	451	1493
ZNF316	1004	2237	6799
CDH12	794	1616	5530
DMRT1	373	784	2573
ZG16B	208	452	1420
NRSN2	204	448	1388
BPY2C	106	227	727
KANK1	352	710	2458
SACS	4579	8802	32409
DAZ2	366	748	2546
DAZ1	651	1347	4512
DOCK8	1566	3099	10995
FGFBP1	234	463	1643
OLIG1	271	695	1744
ONECUT3	494	1200	3246
FGF9	208	426	1446
FSCN1	493	1041	3396
FBXL18	718	1613	4849
C21orf62	266	516	1878
MICU2	434	819	3087
DEFB132	95	191	664
C9orf66	295	755	1900
DEFB127	99	195	696
BPY2B	106	227	727
DEFB126	111	230	769
DEAF1	565	1256	3829
DEFB125	156	328	1076
SLC35G5	338	832	2210
NKX3-2	333	783	2214
WDR1	466	953	3241
HEATR5A	113	222	795
RP1L1	2400	5198	16402
GPR78	363	899	2368
TAS2R1	299	611	2080
SEMA5A	1074	2169	7497
FOXD4	439	1022	2929
SAP18	172	356	1192
KCNA1	495	994	3461
NYNRIN	1898	4165	12917
DNAJC19	116	242	802
LATS2	1088	2283	7509
IFITM5	132	314	874
PRMT8	394	754	2792
SMIM21	77	158	535
RBMY1B	81	157	572
MRPL36	103	236	691
FAHD1	248	524	1708
DEFA1	94	201	645
DOK6	331	625	2354
CACNA2D4	1137	2344	7889
MSX1	303	717	2010
SIRT3	399	905	2686
SERPINB11	392	758	2770
URB1	2271	4837	15602
EEF1AKMT1	214	401	1525
PRORY	182	423	1215
SERPINB5	375	720	2655
HGFAC	655	1460	4435
ZDHHC11B	371	763	2576
KRTAP19-8	63	123	444
KRTAP20-3	44	82	314
KRTAP20-4	44	98	298
KRTAP22-2	45	79	326
KRTAP27-1	207	399	1464
IQSEC3	759	1637	5194
GJB2	226	448	1586
MSLN	630	1493	4177
POLN	900	1820	6280
CDY2B	541	1059	3810
ZMYM2	1377	2589	9804
SLC7A4	635	1497	4218
RPGRIP1	612	1159	4349
RNASE13	156	301	1103
TSPY4	300	619	2081
5-Sep	378	742	2660
SRY	204	372	1464
ZIC4	334	713	2293
MICAL3	948	1947	6585
HLA-DPB1	258	550	1772
PRR23A	266	633	1761
FOXL2NB	175	433	1142
AQP4	323	678	2229
ZBTB22	634	1467	4239
RGL2	777	1845	5148
SAPCD1	147	315	1008
B3GALT4	378	881	2521
VPS52	723	1552	4955
HLA-DMB	263	570	1797
TMEM241	296	628	2036
CHRM5	532	1093	3695
LTA	205	468	1377
CYP21A2	465	1034	3151
CCDC125	312	553	2255
HMCES	354	694	2492
LRRC30	301	644	2065
TMEM200C	621	1476	4113
OR12D3	316	648	2196
TXNRD3NB	133	281	916
HACD2	254	543	1743
TIGIT	244	527	1669
LNP1	178	328	1274
OR5K3	321	625	2264
OR5H15	310	627	2163
VGLL3	320	657	2223
CADM2	404	829	2807
KRBOX1	128	259	893
TRIM71	868	1927	5885
ZCWPW2	356	617	2587
DPH3	57	99	414
COLQ	445	991	3014
METTL6	240	446	1714
IL17RE	667	1539	4464
RPUSD3	351	850	2309
TTLL3	352	717	2451
BRPF1	1220	2456	8524
CPNE9	503	1040	3487
GOLM1	401	785	2824
FLG2	2391	5015	16504
NKIRAS1	192	370	1358
UFSP1	142	310	968
ABHD18	382	744	2694
ADGRG1	687	1487	4696
ADAMTS7	1686	3730	11444
METTL14	456	887	3217
TSNAXIP1	658	1260	4662
KRT18	430	915	2955
DIO1	201	400	1409
STAB2	2551	5148	17811
FAM83H	1179	2706	7905
CCDC158	1113	2130	7887
FOXI2	318	743	2119
ACVRL1	503	1094	3433
C6orf163	329	580	2381
STPG3	386	863	2611
SCFD2	639	1398	4353
TMEM266	531	1118	3661
LRRK1	2015	4239	13896
14-Sep	432	777	3111
HYKK	373	721	2636
KCNQ3	872	1885	5963
KIAA0100	2092	4346	14482
NCBP3	620	1209	4371
BORCS6	357	871	2342
NT5M	228	492	1560
STK38L	464	859	3317
DUOX2	1548	3328	10604
ALK	1620	3484	11096
IDO2	407	850	2813
SACM1L	587	1133	4150
DCP2	420	767	3013
FAM159B	160	309	1131
H2AFJ	129	303	858
RANBP17	576	1157	4027
LOXL2	774	1518	5448
CNEP1R1	64	133	443
FAM169A	670	1324	4706
DNAH2	4427	9032	30811
CCDC150	1101	2011	7898
CCDC154	674	1492	4574
LRRC4B	713	1645	4772
ITGAD	1161	2492	7957
RAPGEF3	923	2032	6275
RYR3	4869	9651	34170
GARS	739	1508	5143
PRTG	1150	2435	7915
CFAP69	941	1792	6677
FANCA	1455	3108	9987
TRAPPC9	1246	2641	8573
BICDL2	508	1178	3394
PRB2	416	1003	2741
TM6SF2	377	821	2572
ATXN7L3	347	668	2455
RPH3A	694	1414	4832
VPS9D1	631	1454	4225
VWA3A	1184	2330	8326
PTPRN2	986	2173	6701
ADAMTS20	1910	3598	13592
TMEM132D	637	1246	4487
SIGLEC15	328	776	2176
LRP1B	4599	8490	32901
CHRNG	465	1041	3144
KMT2A	3969	8324	27397
TANC2	2000	4235	13765
SDK1	2193	4869	14868
ZNF841	924	1704	6612
TBR1	682	1442	4696
SUN1	702	1486	4832
TMEM72	275	616	1859
NXPE2	559	1046	3985
SHOX2	355	797	2398
ASB14	587	1193	4090
CCDC149	529	1080	3681
GXYLT2	443	925	3062
CRYBG3	2970	5692	21038
SSC5D	1573	3754	10403
RTF1	710	1371	5019
CCDC57	916	1940	6304
ADAL	267	524	1879
LAMA1	3075	6252	21423
EPHA6	1130	2282	7888
FAXC	409	767	2914
TSN	228	478	1574
ARNTL	625	1263	4362
SPTB	2106	4230	14724
TRMT44	757	1580	5233
GPR149	731	1520	5059
TRMT61A	289	667	1934
PKP4	1149	2469	7872
MROH2A	1674	3443	11623
LYST	3801	7386	26823
MRGPRE	312	744	2064
DNAH17	4462	9009	31149
CCNK	580	1243	3977
GLB1L3	313	663	2154
RNF216	326	633	2301
COX16	106	202	752
FAM168B	195	457	1298
KIF19	998	2191	6791
SH2D6	143	349	938
C14orf79	197	414	1359
PSME4	571	1150	3989
C8orf44	159	311	1120
NLRP5	1200	2485	8315
BCAS3	928	1956	6396
COL23A1	540	1341	3519
EID2	236	540	1584
KRTAP4-4	166	298	1196
TSSK1B	367	738	2565
TAS2R19	299	621	2070
TAS2R31	309	630	2151
TAS2R13	303	594	2133
RAD51B	279	575	1936
KRTAP19-1	90	191	619
KRTAP13-3	172	338	1210
KRTAP16-1	517	1095	3558
KRTAP29-1	341	693	2376
KRTAP9-7	169	312	1209
KRTAP9-6	160	294	1146
KRTAP4-3	195	343	1412
CTAGE1	745	1427	5278
C17orf51	221	493	1496
KRTAP4-11	195	362	1393
KRTAP4-9	210	389	1501
KRTAP4-7	155	291	1104
KRTAP2-3	128	280	872
KRTAP2-1	128	279	873
BHLHA9	235	607	1508
FAM127C	113	237	780
OR2A42	310	688	2102
RNF208	261	602	1747
KRTAP3-3	98	213	669
KRTAP3-2	98	209	673
KRTAP3-1	98	201	681
KRTAP12-1	96	204	660
KRTAP12-4	112	244	764
KRTAP10-3	221	470	1519
KRTAP10-2	255	521	1774
KRTAP6-3	110	228	762
ZNF552	407	743	2920
ZNF586	359	659	2572
ZNF829	432	763	3125
ZSCAN5A	496	982	3482
ZNF628	1058	2508	7014
DNAAF3	588	1354	3938
TFPT	193	422	1315
ZNF816-ZNF321P	233	413	1684
ZNF320	509	915	3666
SMYD3	147	270	1053
PTOV1	416	926	2818
PRMT1	353	685	2492
RPL13A	203	449	1378
PGBD5	524	1076	3640
FUT2	343	725	2362
KCNK2	411	875	2824
CARD8	537	1074	3759
ERCC2	706	1543	4811
KLC3	504	1154	3382
ZNF233	670	1169	4861
RGS13	159	264	1167
PDC	246	443	1771
ALPP	535	1210	3605
C19orf47	355	799	2396
GPR55	319	642	2229
LGALS16	142	281	997
CEBPZOS	80	141	579
XRCC5	732	1390	5198
ZNF585B	56	103	401
ZFP82	532	948	3840
ZNF566	419	713	3058
FAM106A	169	358	1163
SNX9	595	1139	4216
ZNF181	615	1087	4448
FAM117B	589	1320	3981
SUMO1	76	133	551
WDR45B	344	686	2410
SLC16A3	465	1080	3105
RAN	233	457	1640
CALCRL	461	864	3285
CRLF1	422	960	2838
KIAA1683	1367	3114	9189
UBE2E3	207	413	1450
MB21D2	491	974	3445
CCDC50	306	559	2195
SEC14L1	719	1444	5027
TMEM121	319	757	2114
HNRNPA3	378	777	2625
TAOK3	898	1630	6452
HOXD13	343	769	2318
RFC5	319	657	2214
NUDT14	222	509	1489
PLD4	506	1133	3421
ADGRA1	463	1033	3134
CD300E	205	451	1394
SDK2	2172	4750	14798
SPRR2A	72	139	509
ACTL6A	387	751	2732
ABCA5	1642	3155	11623
TIRAP	235	519	1596
B3GALT1	326	619	2315
GALNT3	633	1192	4505
STT3A	705	1459	4886
PDCD10	212	394	1514
GALNTL5	443	848	3139
TMEM119	283	653	1894
GALNT13	556	1060	3944
SLC4A2	1232	2801	8287
GRK5	590	1145	4165
NT5DC3	548	1059	3873
EVL	418	882	2880
NBPF1	71	129	510
ANO4	955	1819	6776
VWA2	755	1694	5101
ACP6	228	465	1587
GK5	529	1028	3733
PTRH2	179	370	1241
POU2AF1	256	599	1705
VTI1A	217	433	1520
SERPINA3	423	863	2944
